word	sound
revitalized	riːˈvaɪtəlaɪzd
thanksgiving	θænksˈɡɪvɪŋ
Somme	sɒm
CSF	ksf
Mater	ˈmɑːtə
Drawings	ˈdrɔːɪŋz
Airplane	ˈeəpleɪn
embodiment	ɪmˈbɒdɪmənt
hospitalizations	ˌhɒspɪtəlaɪˈzeɪʃ(ə)nz
Treasures	ˈtreʒəz
residencies	ˈrezɪdənsɪz
thwarting	ˈθwɔːtɪŋ
indigent	ˈɪndɪdʒənt
patenting	ˈpeɪt(ə)ntɪŋ
sloop	sluːp
Guan	ɡjʊən
Cumberbatch	ˈkəmbəˌbætʃ
Frontiers	ˈfrʌntɪəz
Sha	ʃɑː
Tee	tiː
emphysema	ˌemfɪˈsiːmə
Rumi	ˈruːmɪ
Mentoring	ˈmentərɪŋ
Karlsson	ˈkɑːlsən
moneys	ˈmʌnɪz
sensuality	ˌsenʃʊˈælɪtɪ
Mme	mæˈdæm
Grinnell	ˌɡrɪˈnel
fillings	ˈfɪlɪŋz
albedo	ælˈbiːdəʊ
Jackets	ˈdʒækɪts
adhering	ədˈhɪərɪŋ
truthfulness	ˈtruːθfəlnəs
rebut	rɪˈbʌt
nonproliferation	nɑːnprəˌlɪfəˈreɪʃən
fabricate	ˈfæbrɪkeɪt
Gawker	ˈɡɑːkə
Uxbridge	ˈʌksbrɪdʒ
CCM	kkm
empathetic	ˌempəˈθetɪk
Assamese	ˌæsəˈmiːz
stylus	ˈstaɪləs
reintroduce	ˌriːɪntrəˈdjuːs
destabilising	dɪˈstebəlaɪzɪŋ
Silverstein	ˈsɪlvəˌstɪn
Halsey	ˈhælsɪ
OEMs	ˈəʊɪmz
giggling	ˈɡɪɡ(ə)lɪŋ
reinsurance	ˈriːɪnˈʃʊər(ə)ns
headway	ˈhedweɪ
Hind	haɪnd
preset	ˌpriːˈset
Breaks	breɪks
Readings	ˈriːdɪŋz
Chains	tʃeɪnz
irate	aɪˈreɪt
largesse	lɑːˈdʒes
pilgrim	ˈpɪlɡrɪm
Seb	seb
tropics	ˈtrɒpɪks
Lough	lɒk
Genuine	ˈdʒenjʊɪn
einer	ˈaɪnə
Uncertainty	ʌnˈsɜːtntɪ
bloodstream	ˈblʌdstriːm
equalled	ˈiːkwəld
expulsions	ɪkˈspʌlʃ(ə)nz
stabilisation	stəˌbɪlaɪˈzeɪʃ(ə)n
rehabilitating	ˌriːəˈbɪlɪteɪtɪŋ
quagmire	ˈkwæɡmaɪə
uncomplicated	ʌnˈkɒmplɪkeɪtɪd
Afro	ˈæfrəʊ
translational	trænsˈleɪʃ(ə)nəl
symbolizing	ˈsɪmbəlaɪzɪŋ
Pulaski	pjuːˈlæskɪ
Nude	njuːd
Rarely	ˈreəlɪ
forecasted	ˈfɔːkɑːstɪd
hedgehog	ˈhedʒhɒɡ
dikes	daɪks
autopilot	ˈɔːtəʊˌpaɪlət
thrashed	θræʃt
Akin	əˈkɪn
NSC	nsk
alarmist	əˈlɑːmˌɪst
herbivores	ˈhɜːbɪvɔːz
Kinder	ˈkaɪndə
unbelievers	ˌʌnbəˈliːvəz
Albury	ˈælberɪ
Peebles	ˈpiːb(ə)lz
Icons	ˈaɪkɒnz
Gameplay	ˈɡeɪmɪpleɪ
LH	l
sandbags	ˈsændbæɡz
Buyer	ˈbaɪə
qualitatively	ˈkwɒlɪtətɪvlɪ
FU	fʊ
microfinance	ˌmaɪkrəʊf(a)ɪˈnæns
POST	pəʊst
NPD	npd
pleads	pliːdz
Nordstrom	ˈnɔːdstrəm
workfare	ˈwɜːkfeə
PhDs	phds
workmanship	ˈwɜːkmənʃɪp
Xin	ksɪn
Bogart	ˈbɒˌɡɑːt
Padma	ˈpædmə
mol	mɒl
Females	ˈfiːmeɪlz
froth	frɒθ
overrule	ˌəʊv(ə)ˈruːl
Circumcision	ˌsɜːkəmˈsɪʒ(ə)n
Internacional	ˌɪntəˈnæʃənəl
Palms	pɑːmz
succumbed	səˈkʌmd
preaches	ˈpriːtʃɪz
rebuked	rɪˈbjuːkt
grate	ɡreɪt
lichens	ˈlaɪkənz
devotee	ˌdevəˈtiː
tiebreaker	ˈtaɪˌbreɪkə
Cray	kreɪ
ungrateful	ʌnˈɡreɪtfəl
gerrymandering	ˌdʒerɪˈmændərɪŋ
Verdict	ˈvɜːdɪkt
ballets	ˈbæleɪz
floundering	ˈflaʊndərɪŋ
skyrocketing	ˈskaɪrɒkɪtɪŋ
evaluator	ɪˈvæljʊeɪtə
epithelial	epəˈθeljəl
Jax	dʒæks
Biophys	ˌbaɪɒˈfɪz
Geordie	ˈdʒiːɔːdɪ
cameos	ˈkæmɪəʊz
JOHN	dʒɒn
Aleksandar	ˌæləɡˈzændɑː
serialized	ˈsɪərɪəlaɪzd
worsens	ˈwɜːsənz
ITA	ˈɪtə
agnosticism	æɡˈnɒstɪˌsɪzəm
inherits	ɪnˈherɪts
Kauffman	ˈkɒfmən
Skating	ˈskeɪtɪŋ
Iniesta	ˌɪˌnɪˈestə
blithely	ˈblaɪðlɪ
Unison	ˈjuːnɪs(ə)n
computes	kəmˈpjuːts
BlackRock	ˈblækrɒk
robustly	rəʊˈbʌstlɪ
sown	səʊn
fantastically	fænˈtæstɪk(ə)lɪ
Panhandle	ˈpænhænd(ə)l
AFS	ɑːfs
Cobain	ˈkɒˌben
Edie	ˈedɪ
harnessed	ˈhɑːnəst
insanely	ɪnˈseɪnlɪ
Maratha	məˈrɑːtə
Squadrons	ˈskwɒdrənz
resounding	rɪˈzaʊndɪŋ
Hedge	hedʒ
Croix	krɔɪ
MBC	mbk
uncritically	ʌnˈkrɪtɪk(ə)lɪ
Hackers	ˈhækəz
Servers	ˈsɜːvəz
RO	rəʊ
Teamsters	ˈtiːmstəz
slapstick	ˈslæpstɪk
vapors	ˈveɪpəz
Athanasius	ˌæθəˈneɪsɪəs
unwitting	ʌnˈwɪtɪŋ
margarine	ˌmɑːdʒəˈriːn
LDCs	ldks
smacks	smæks
Blasio	ˈblɑːsɪəʊ
Pumpkin	ˈpʌmpkɪn
Prediction	prɪˈdɪkʃ(ə)n
pakistan	ˌpɑːkɪˈstɑːn
favourably	ˈfeɪvərəblɪ
Dat	dæt
Sadat	sɑːˈdɑːt
MMORPG	mɒrpɡ
brink	brɪŋk
furore	fjʊ(ə)ˈrɔːrɪ
wardens	ˈwɔːd(ə)nz
Virtually	ˈvɜːtʃʊəlɪ
Latitude	ˈlætɪtjuːd
Wants	wɒnts
Danilo	ˈdænɪləʊ
EI	aɪ
Caste	kɑːst
Phuket	ˈfəket
hideout	ˈhaɪdaʊt
Azores	əˈzɔːz
workflows	ˈwɜːkfləʊz
roughness	ˈrʌfnəs
cliques	kliːks
oldies	ˈəʊldɪz
Dao	ˈdɑːʊ
sloth	sləʊθ
Shoppers	ˈʃɒpəz
grieve	ɡriːv
AFA	ˈɑːfə
Hedges	ˈhedʒɪz
Edouard	ˈeduːɑːd
Knott	nɑːt
NPT	npt
tantrums	ˈtæntrəmz
figuratively	ˈfɪɡjərətɪvlɪ
resiliency	rɪˈzɪlɪənsɪ
Hostel	ˈhɒst(ə)l
revolted	rɪˈvəʊltɪd
Seafood	ˈsiːfuːd
takings	ˈteɪkɪŋz
Cavan	ˈkævən
Cookies	ˈkʊkɪz
Com	kɑːm
holed	həʊld
archdiocese	ˌɑːtʃˈdaɪəsɪs
instill	ɪnˈstɪl
entrapment	ɪnˈtræpmənt
Gonna	ˈɡɒnə
Culver	ˈkəlvə
overpowered	ˌəʊvəˈpaʊəd
malign	məˈlaɪn
WIPO	ˈwɪpəʊ
Sully	ˈsʌlɪ
Folau	ˈfəlaʊ
Barrel	ˈbær(ə)l
Adolfo	əˈdɑːlˌfəʊ
Stem	stem
Vacuum	ˈvækjʊəm
MotoGP	ˈməʊtəʊɡp
Burch	bɜːtʃ
indecision	ˌɪndɪˈsɪʒ(ə)n
tit	tɪt
Stopping	ˈstɒpɪŋ
Connector	kəˈnektə
Paste	peɪst
baptised	bæpˈtaɪzd
testable	ˈtestəb(ə)l
Particle	ˈpɑːtɪk(ə)l
Slipper	ˈslɪpə
Haddin	ˈhædən
sociopaths	ˈsɒsɪɒpæθs
passivity	pæˈsɪvɪtɪ
Valiant	ˈvælɪənt
Estimated	ˈestɪmeɪtɪd
yeshiva	jɪˈʃiːvə
atau	əˈtaʊ
grunt	ɡrʌnt
obstructive	əbˈstrʌktɪv
PPE	p
Targets	ˈtɑːɡɪts
fouling	ˈfaʊlɪŋ
heralds	ˈherəldz
Sesame	ˈsesəmɪ
crept	krept
Latimer	ˈlætəmə
coincides	ˌkəʊɪnˈsaɪdz
Seats	siːts
Geldof	ˈɡeldɒf
Boro	ˈbɜːəʊ
Diwali	ˈdɪwɑːlɪ
Beneath	bɪˈniːθ
Tinto	ˈtɪntəʊ
Hoskins	ˈhɑːˌskɪnz
Saban	ˈseɪbən
Investigative	ɪnˈvestɪɡətɪv
Collapse	kəˈlæps
glued	ɡluːd
flowery	ˈflaʊərɪ
atlases	ˈætləsɪz
snoring	ˈsnɔːrɪŋ
MOU	muː
Nieto	ˈniːtəʊ
Nueva	ˈnwevə
Nada	ˈnɑːdə
Bacchus	ˈbækəs
middlemen	ˈmɪd(ə)lmen
wilful	ˈwɪlfəl
Omer	ˈɒmə
ATI	ˈɑːtɪ
cutaneous	kjuːˈteɪnjəs
falcon	ˈfɔːlkən
Fauna	ˈfɔːnə
Politburo	ˈpɒlɪtbjʊərəʊ
Chiswick	ˈtʃɪzɪk
oddity	ˈɒdɪtɪ
decrepit	dɪˈkrepɪt
flaky	ˈfleɪkɪ
sweepstakes	ˈswiːpsteɪks
knowledgable	ˈnɒlɪdʒəbl
Tagore	təˈɡɔː
Clem	klem
astrological	ˌæstrəˈlɒdʒɪk(ə)l
Consequences	ˈkɒnsɪkwənsɪz
Breeders	ˈbriːdəz
conservators	kənˈsɜːvətəz
tracer	ˈtreɪsə
Mastering	ˈmɑːstərɪŋ
Tyrrell	ˌtaɪˈrel
surpasses	səˈpɑːsɪz
decisionmaking	dəˈsɪʒənˌmeɪkɪŋ
exegesis	ˌeksɪˈdʒiːsɪs
Streisand	ˈstraɪzənd
Chou	tʃəʊ
cloths	klɒθs
viewable	ˈvjuːəb(ə)l
Scarecrow	ˈskeəkrəʊ
Triassic	traɪˈæsɪk
renminbi	renˈmɪnbɪ
yells	jelz
Minster	ˈmɪnstə
ENG	əŋ
Toast	təʊst
BH	b
ICM	ɪkm
impure	ɪmˈpjʊə
quasars	ˈkweɪzɑːz
busting	ˈbʌstɪŋ
NCA	ŋkə
Lyceum	laɪˈsiːəm
ANGELES	ˈeɪndʒəlz
changeable	ˈtʃeɪndʒəbəl
Trunk	trʌŋk
Jezebel	ˈdʒezəb(ə)l
materiel	məˌtɪrɪˈel
POS	pəʊz
doe	dəʊ
rhyming	ˈraɪmɪŋ
Chas	tʃæz
foetus	ˈfiːtəs
bystander	ˈbaɪstændə
Bombs	bɒmz
defenceman	dɪˈfensmən
householders	ˈhaʊshəʊldəz
rudely	ˈruːdlɪ
Gurney	ˈɡɜːnɪ
specialisation	ˌspeʃəlaɪˈzeɪʃ(ə)n
Kaunas	ˈkaʊnɑːs
Bernd	bɜːnt
pithy	ˈpɪθɪ
Dalai	ˈdæˌle
headteacher	ˌhedˈtiːtʃə
fancies	ˈfænsɪz
Puppy	ˈpʌpɪ
Melo	ˈmeləʊ
overlays	ˌəʊvəˈleɪz
Psychic	ˈsaɪkɪk
hl	l
Preparing	prɪˈpeərɪŋ
Meter	ˈmiːtə
ridiculing	ˈrɪdɪkjuːlɪŋ
vogue	vəʊɡ
Bats	bæts
uttering	ˈʌtərɪŋ
Gatsby	ˈɡætsbɪ
avenge	əˈvendʒ
Posse	ˈpɒsɪ
Protective	prəˈtektɪv
particulates	pɑːˈtɪkjələts
Slip	slɪp
protectorate	prəˈtekt(ə)rɪt
misdemeanors	ˌmɪsdəˈmiːnəz
Harlequin	ˈhɑːlɪkwɪn
hyperactive	ˌhaɪpərˈæktɪv
Upgrade	ˌʌpˈɡreɪd
confining	kənˈfaɪnɪŋ
imprints	ɪmˈprɪnts
faeces	ˈfiːsiːz
blackboard	ˈblækbɔːd
Gram	ɡræm
debunk	diːˈbʌŋk
Rothbard	ˈrɒθbəd
Lanza	ˈlænzə
Conversations	ˌkɒnvəˈseɪʃ(ə)nz
Rubinstein	ˈruːbənˌstɪn
paws	pɔːz
initiator	ɪˈnɪʃɪeɪtə
transcribing	trænˈskraɪbɪŋ
Primer	ˈpraɪmə
renegotiation	ˌrɪnɪˌɡɒʃɪˈeɪʃən
commandant	ˌkɒmənˈdænt
decays	dɪˈkeɪz
focussing	ˈfəʊkəsɪŋ
PAR	pɑː
astrologers	əˈstrɒlədʒəz
Hiring	ˈhaɪərɪŋ
Ton	tʌn
Boggs	bɒɡz
credibly	ˈkredəblɪ
Plame	pleɪm
homo	ˈhəʊməʊ
Treviso	treˈviːsəʊ
Reborn	ˌriːˈbɔːn
bangs	bæŋz
McNabb	məkˈnæb
Rushdie	ˈrəʃdɪ
galvanized	ˈɡælvənaɪzd
SMART	smɑːt
Guilford	ˈɡɪlfəd
Tombstone	ˈtuːmstəʊn
Abreu	əˈbruː
Kofi	ˈkɒfɪ
virulence	ˈvɪrʊləns
Italianate	əˈtæljəˌneɪt
Chasing	ˈtʃeɪsɪŋ
LF	f
zoologist	zuːˈɒlədʒɪst
Dialog	ˈdaɪəlɒɡ
sweetly	ˈswiːtlɪ
fishers	ˈfɪʃəz
Willian	ˈwɪljən
Tsai	tsaɪ
kan	kɑːn
Klopp	klɑːp
wits	wɪts
massif	mæˈsiːf
Naxos	ˈnæksɒs
unwavering	ʌnˈweɪv(ə)rɪŋ
Swarm	swɔːm
Valery	ˈvælərɪ
foresaw	fɔːˈsɔː
Binding	ˈbaɪndɪŋ
Wikimania	ˌwɪkɪˈmeɪnɪə
Oakes	ɒks
Abidjan	ˌæbiːˈdʒɑːn
synaptic	ˈsaɪnæptɪk
despairing	dɪˈspeərɪŋ
leftie	ˈleftɪ
Infants	ˈɪnfənts
Boomers	ˈbuːməz
inquisitive	ɪnˈkwɪzətɪv
unfulfilled	ˌʌnfʊlˈfɪld
glorifying	ˈɡlɔːrɪfaɪɪŋ
Dijon	ˈdiːʒɒŋ
Whittier	ˈwɪtɪə
Lili	ˈlɪlɪ
WANT	wɒnt
LaSalle	ləˈsæl
IBC	ɪbk
combing	ˈkəʊmɪŋ
Converse	kənˈvɜːs
Jacket	ˈdʒækɪt
wooing	ˈwuːɪŋ
Knows	nəʊz
gory	ˈɡɔːrɪ
cantons	ˈkæntɒnz
Scooter	ˈskuːtə
Sava	ˈsɑːvə
OASIS	əʊˈeɪsɪs
overran	ˌəʊvəˈræn
sharpen	ˈʃɑːp(ə)n
Cordova	ˌkɔːˈdɒvə
undetermined	ˌʌndɪˈtɜːmɪnd
indulgent	ɪnˈdʌldʒənt
Govan	ˈɡɒvən
impartially	ɪmˈpɑːʃəlɪ
Naismith	ˈneɪzˌmɪθ
Auerbach	ˈɑːʊəbɑːk
misfortunes	ˌmɪsˈfɔːtʃuːnz
Wizardman	ˈwɪzədmən
underweight	ˌʌndəˈweɪt
Essentials	ɪˈsenʃ(ə)lz
DEP	dep
Rhee	riː
Finney	ˈfɪnɪ
adulation	ˌædjʊˈleɪʃ(ə)n
Chest	tʃest
WAN	wɒn
Clijsters	ˈkælɪdʒstəz
overpass	ˈəʊvəpɑːs
pluck	plʌk
maltreatment	ˌmælˈtriːtmənt
discontinuity	ˌdɪsˌkɒntɪˈnjuːətɪ
Critique	krɪˈtiːk
incompatibility	ˌɪnkəmˌpætəˈbɪlɪtɪ
protease	ˈprəʊtɪeɪz
Beers	bɪəz
reusing	ˌriːˈjuːzɪŋ
volcanism	ˈvɒlkənɪz(ə)m
Motorway	ˈməʊtəweɪ
nel	nel
ScienceDaily	ˌsaɪənsˈdeɪlɪ
Borat	ˌbə(ʊ)ˈrɑː
Aesthetics	iːsˈθetɪks
cataloged	ˈkætəlɒɡd
Childress	ˈtʃɪldrəs
reductive	rɪˈdʌktɪv
surrealism	səˈrɪəlɪzəm
antimatter	ˈæntɪˌmætə
overloading	ˌəʊvəˈləʊdɪŋ
meatpuppetry	ˈmiːtˌpʌpɪtrɪ
Valparaiso	ˌvælpəˈreɪsəʊ
testifies	ˈtestɪfaɪz
Kobani	ˈkɒbɑːnɪ
FULL	fʊl
grudgingly	ˈɡrʌdʒɪŋlɪ
Halley	ˈhælɪ
usurp	juːˈzɜːp
transpired	trænsˈpaɪəd
Boland	ˈbɒlənd
commercialized	kəˈmɜːʃəlaɪzd
Hanukkah	ˈhɑːnəkə
Alhambra	ælˈhæmbrə
expo	ˈekspəʊ
Oswego	ɑːˈswiːɡəʊ
disband	dɪsˈbænd
tacos	ˈtɑːkɒz
registrant	ˈredʒəstrənt
concoction	kənˈkɒkʃ(ə)n
collectible	kəˈlektəbəl
ANOTHER	əˈnʌðə
wading	ˈweɪdɪŋ
obliquely	əˈbliːklɪ
Frequent	frɪˈkwent
Bullying	ˈbʊlɪɪŋ
Lomax	ˈlɒˌmæks
Elba	ˈelbə
Allianz	ˈælɪənz
pallets	ˈpælɪts
Cagliari	kæˈljɑːrɪ
Pornography	pɔːˈnɒɡrəfɪ
CMP	kmp
ment	ment
projective	prəˈdʒektɪv
bronchitis	brɒŋˈkaɪtɪs
Rapture	ˈræptʃə
moulded	ˈməʊldɪd
deadlocked	ˈdedlɒkt
RTP	rtp
timeslot	ˈtaɪmlət
reappear	ˌriːəˈpɪə
BoE	bəʊ
pervert	pəˈvɜːt
delineate	dɪˈlɪnɪeɪt
timbre	ˈtæmbrə
STBotI	ˈstbɒtɪ
evictions	ɪˈvɪkʃ(ə)nz
MacKay	məˈkeɪ
Avraham	ˈeɪvrəˌhæm
KLM	klm
unmodified	ʌnˈmɒdɪfaɪd
gastropod	ˈɡæstrəpɒd
stabilising	stəˈbɪlaɪzɪŋ
Stretch	stretʃ
Grad	ɡræd
Foxes	ˈfɒksɪz
Jaffna	ˈdʒæfnə
Indicators	ˈɪndɪkeɪtəz
ontologies	ɒnˈtɒlədʒɪz
hyperactivity	ˌhaɪpərækˈtɪvɪtɪ
primed	praɪmd
weeding	ˈwiːdɪŋ
fawning	ˈfɔːnɪŋ
Bal	bæl
champs	tʃæmps
Hao	ˈhɑːʊ
Inheritance	ɪnˈherɪt(ə)ns
anode	ˈænəʊd
Accessed	ˈæksest
Depth	depθ
outrageously	aʊtˈreɪdʒəslɪ
Bette	ˈbetɪ
granules	ˈɡrænjuːlz
miscarriages	ˌmɪsˈkærɪdʒɪz
smoothed	smuːðd
Maier	ˈmeɪə
END	end
Jacobi	jɑːˈkɒbɪ
Breathe	briːð
pancake	ˈpænkeɪk
felled	feld
plausibility	ˌplɔːzəˈbɪlɪtɪ
TLD	tld
Partisans	ˌpɑːtɪˈzænz
Humanism	ˈhjuːmənɪz(ə)m
Cotter	ˈkɒtə
Coop	kuːp
crawled	krɔːld
Boniface	ˈbɒnɪfeɪs
Vampires	ˈvæmpaɪəz
pedantry	ˈped(ə)ntrɪ
naively	naɪˈiːvlɪ
Blackadder	ˈblækædə
dissipate	ˈdɪsɪpeɪt
Padre	ˈpɑːdreɪ
expend	ɪkˈspend
Dachau	ˈdækaʊ
Lauder	ˈlɒdə
pathogenesis	ˌpæθəˈdʒenɪsɪs
Kohn	kɑːn
watcher	ˈwɒtʃə
hahaha	ˈhæhɑːhɑː
bouncer	ˈbaʊnsə
Presented	prɪˈzentɪd
Canvas	ˈkænvəs
BLACK	blæk
Belvedere	ˌbelvəˈdɪə
Udall	ˈjuːdəl
savanna	səˈvænə
Pushkin	ˈpʊʃˌkɪn
enchanted	ɪnˈtʃɑːntɪd
VOC	vək
Tcl	tkl
archetypes	ˈɑːkɪtaɪps
chromosomal	ˈkrəʊməsəʊməl
cuckoo	ˈkʊkuː
rubles	ˈruːbəlz
Martel	ˈmɑːˌtel
coolness	ˈkuːlnəs
jpg	dʒpɡ
Conservapedia	kənˌsɜːvəˈpiːdɪə
blameless	ˈbleɪmlɪs
Spotted	ˈspɒtɪd
nematode	ˈnemətəʊd
Barrymore	ˈbærɪˌmɔː
Estes	ˈestɪz
Thirdly	ˈθɜːdlɪ
Bowe	bəʊ
awry	əˈraɪ
subordination	səˌbɔːdɪˈneɪʃ(ə)n
mardi	ˈmɑːdɪ
Availability	əˌveɪləˈbɪlətɪ
nauseating	ˈnɔːsɪeɪtɪŋ
WoW	waʊ
contemptible	kənˈtemptəb(ə)l
helpline	ˈhelplaɪn
Cruises	ˈkruːzɪz
liaisons	lɪˈeɪz(ə)nz
eng	əŋ
Slavonic	sləˈvɒnɪk
LDAP	ldæp
Cote	kəʊt
kangaroos	ˌkæŋɡəˈruːz
ainsi	ˈeɪnzɪ
wiretapping	ˈwaɪəˌtæpɪŋ
bracketed	ˈbrækɪtɪd
lubricants	ˈluːbrɪkənts
Nableezy	ˈnæbliːzɪ
pings	pɪŋz
Lynette	ˌlaɪˈnet
antidepressant	ˌæntɪdɪˈpresnt
MSS	mss
Kamen	ˈkɑːmen
Ruler	ˈruːlə
rerun	ˈriːrʌn
punishable	ˈpʌnɪʃəb(ə)l
origination	əˌrɪdʒəˈneɪʃ(ə)n
Perpignan	ˈpɜːpɪɡnən
Shout	ʃaʊt
parsed	pɑːzd
Kowloon	ˈkɑːləɒn
Shree	ʃriː
config	kənˈfɪɡ
Patil	pəˈtɪl
Obamas	əʊˈbæməs
Biker	ˈbaɪkə
Jaeger	ˈjeɡə
vendredi	ˈvendredɪ
WikiPedia	ˌwɪkɪˈpiːdɪə
GameCube	ˈɡeɪmkjuːb
parading	pəˈreɪdɪŋ
Shale	ʃeɪl
zest	zest
vesicles	ˈvesɪk(ə)lz
Affiliate	əˈfɪlɪeɪt
wrinkled	ˈrɪŋk(ə)ld
Presenting	prɪˈzentɪŋ
pronouncement	prəˈnaʊnsmənt
Miniature	ˈmɪnɪtʃə
Khoikhoi	ˈkɔɪkɔɪ
portuguese	ˌpɔːtʃʊˈɡiːz
Zoroastrian	ˌzɒrəʊˈæstrɪən
Helix	ˈhiːlɪks
Calculator	ˈkælkjʊleɪtə
Cumming	ˈkəmɪŋ
uncomfortably	ʌnˈkʌmfətəblɪ
XXI	ˈtwentɪwʌn
arbs	ɑːbz
unprotect	ˌʌnprəˈtekt
prosthetics	prɒsˈθetɪks
angelic	ænˈdʒelɪk
patchwork	ˈpætʃwɜːk
Darlene	ˈdɑːˌlɪn
revitalize	riːˈvaɪtəlaɪz
bungalows	ˈbʌŋɡələʊz
Gosh	ɡɒʃ
fragrances	ˈfreɪɡrənsɪz
Caron	kɑːˈrɒn
Souter	ˈsuːtə
timings	ˈtaɪmɪŋz
enchanting	ɪnˈtʃɑːntɪŋ
shah	ʃɑː
Bucket	ˈbʌkɪt
dimanche	ˌdɪˈmænʃ
pagoda	pəˈɡəʊdə
Motivation	ˌməʊtɪˈveɪʃ(ə)n
outfitted	ˈaʊtfɪtɪd
imams	ɪˈmɑːmz
Zeke	ziːk
Marburg	ˈmɑːbɜːɡ
Rhea	rɪə
Armored	ˈɑːməd
Reproductive	ˌriːprəˈdʌktɪv
gripe	ɡraɪp
Opal	ˈəʊp(ə)l
minimising	ˈmɪnɪmɪsɪŋ
cementing	sɪˈmentɪŋ
recoup	rɪˈkuːp
Justinian	dʒəˈstɪnɪən
sprints	sprɪnts
soulless	ˈsəʊllɪs
sparring	ˈspɑːrɪŋ
axons	ˈæksɒnz
Sapporo	ˈsɑːpəʊrəʊ
indigo	ˈɪndɪɡəʊ
emitter	ɪˈmɪtə
Deity	ˈdiːɪtɪ
warlike	ˈwɔːlaɪk
Phelan	ˈfelən
splashing	ˈsplæʃɪŋ
indulging	ɪnˈdʌldʒɪŋ
Cavite	ˌkæˈvaɪt
gaudy	ˈɡɔːdɪ
codex	ˈkəʊdeks
stares	steəz
Selina	səˈliːnə
Pinterest	ˈpɪntrəst
practises	ˈpræktɪsɪz
Ability	əˈbɪlətɪ
pegs	peɡz
showering	ˈʃaʊərɪŋ
fingerprinting	ˈfɪŋɡəprɪntɪŋ
telepathy	tɪˈlepəθɪ
ISC	ɪsk
fluidity	fluːˈɪdɪtɪ
chez	tʃez
Basingstoke	ˈbeɪzɪŋstəʊk
laborer	ˈleɪbərə
dials	ˈdaɪəlz
Charon	ˈkerən
professorship	prəˈfesəʃɪp
uncooperative	ˌʌnkəʊˈɒpərətɪv
ensue	ɪnˈsjuː
scuba	ˈskuːbə
unhinged	ʌnˈhɪndʒd
equaled	ˈiːkwəld
parametric	ˌperəˈmetrɪk
Unnecessary	ʌnˈnesɪs(ə)rɪ
Excess	ɪkˈses
Hobby	ˈhɒbɪ
Presenter	prɪˈzentə
pours	pɔːz
RSC	sk
Revealed	rɪˈviːld
Stud	stʌd
minimalism	ˈmɪnɪməlɪst
Mirrors	ˈmɪrəz
Determining	dɪˈtɜːmɪnɪŋ
delightfully	dɪˈlaɪtfəlɪ
Mausoleum	ˌmɔːsəˈliːəm
perforated	ˈpɜːfəreɪtɪd
editable	ˈedɪtəb(ə)l
XfD	ksfd
Newsom	ˈnjuːzəm
Psychologist	saɪˈkɒlədʒɪst
fanned	fænd
Mammals	ˈmæm(ə)lz
Rockingham	ˈrɑːkɪŋˌhæm
Objectivism	əbˈdjektɪvɪz(ə)m
Yazidis	ˈjæzəˌdɪs
Slipknot	ˈslɪpnɒt
Mears	mɪəz
Switching	ˈswɪtʃɪŋ
Fonseca	fəʊnˈsekə
Germantown	ˈdʒɜːmənˌtɑːwn
disruptively	dɪsˈrʌptɪvlɪ
Ayn	eɪn
fabrications	ˌfæbrɪˈkeɪʃ(ə)nz
Moncton	ˈmʌŋktən
tillage	ˈtɪlɪdʒ
silo	ˈsaɪləʊ
ache	eɪk
Villaraigosa	ˈvɪləeɪɡɒsə
Shorts	ʃɔːts
blossoming	ˈblɒsəmɪŋ
Zinc	zɪŋk
Mania	ˈmeɪnɪə
reinvented	ˌriːɪnˈventɪd
cede	siːd
keystrokes	ˈkiːstrəʊks
payoffs	ˈpeɪɒfs
substation	ˈsʌbsteɪʃ(ə)n
Boundaries	ˈbaʊndrɪz
Quezon	ˈkeɪzɒn
Duties	ˈdjuːtɪz
Liturgy	ˈlɪtɜ(ː)dʒɪ
frighten	ˈfraɪt(ə)n
Balanced	ˈbælənst
Espinosa	espəˈnɒzə
Ginny	ˈdʒɪnɪ
cellars	ˈseləz
thoroughness	ˈθʌrənəs
Kauai	ˈkəˌwaɪ
Couldn	kʊldn
knitted	ˈnɪtɪd
Barbarossa	bɑːˌbɑːˈrɒsə
dilation	daɪˈleɪʃ(ə)n
implicate	ˈɪmplɪkeɪt
Beaches	ˈbiːtʃɪz
fooling	ˈfuːlɪŋ
escalators	ˈeskəleɪtəz
anarchic	æˈnɑːkɪk
Krauss	kraʊs
swarming	ˈswɔːmɪŋ
accidently	ˈæksədəntlɪ
petitioning	pɪˈtɪʃ(ə)nɪŋ
Congregational	ˌkɒŋɡrɪˈɡeɪʃnəl
QuickTime	ˈkwɪkˌtaɪm
Ralston	ˈrɒlstən
squatting	ˈskwɒtɪŋ
perils	ˈperəlz
bicyclists	ˈbaɪˌsɪkləsts
canes	keɪnz
Venue	ˈvenjuː
Soo	suː
uncensored	ʌnˈsensəd
Spooner	ˈspuːnə
pondered	ˈpɒndəd
tranquillity	trænˈkwɪlɪtɪ
taco	ˈtɑːkəʊ
TTN	tn
Paley	ˈpeɪlɪ
unorganized	əˈnɔːɡəˌnaɪzd
infinitesimal	ˌɪnfɪnɪˈtesɪm(ə)l
deft	deft
IBS	ɪbz
Bechtel	ˌbekˈtel
Pittman	ˈpɪtmən
ironclad	ˈaɪənklæd
gilts	ɡɪlts
